# SURFACE INFORMATION
# -------------------

# SURFACE NAME	name of the surface to configure

# ADHESION_GROUP	adhesion group (RUBBER, HARD, ROAD, LOOSE, SAND, WET) used to calculate friction between materials
# TYRE_GRIP			tyre grip - will override friction values for vehicle tyres on each material
# WET_GRIP			wet multiplier on tyre grip

# SKIDMARK			skidmark type (DEFAULT, SANDY, MUDDY)
# FRICTION_EFFECT	friction effect (NONE, SPARKS, tell me if more reqd)

# SOFTLAND			soft landing
# SEE_THRO			see through - no camera collision
# SHOOT_T			shoot through - bullets go through
# SAND				is sand (car tyres sink in and can get bogged down)

# WATER				is water
# S_WATER			is shallow water
# BEACH				is beach
# STEEP_SL			is steep slope (code won't let player run or jump up slope - used to stop the player getting up a hill)

# GLASS				is glass (will shatter when shot)
# STAIRS			is stairs	(don't tilt peds as if they're walking up a slope)
# SKATEABLE			is skateable
# PAVEMENT			is pavement (used so peds know when it's safe to stop and chat, or when they're crossing a road)

# ROUGHNESS			roughness (0:not, 1:quite, 2:rough, 3:very) (does pad vibration)
# FLAME				flammability (0:not, 1:flammable, 2:very)	
# SPARKS			creates sparks (NOT USED ANYMORE)
# SPRINT			cant sprint on

# FOOTSTEPS			leaves footsteps
# FOOTDUST			produces foot dust
# CARDIRT			makes car dirtier
# CARCLEAN			makes car cleaner

# W_GRASS			creates wheel grass
# W_GRAVEL			creates wheel gravel
# W_MUD				creates wheel mud
# W_DUST			creates wheel dust
	
# W_SAND			creates wheel sand
# W_SPRAY			creates wheel spray
# PROC_PLANT		creates procedural plants
# PROC_OBJ			creates procedural objects

# CLIMBABLE			can climb
# BULLET_FX			the effect that is played when a bullet hits this surface (NONE, SPARKS, SAND, WOOD, DUST)

#
# SURFACE NAME			ADHESION_GROUP		SKIDMARK		SOFTLAND	WATER		GLASS		ROUGHNESS	FOOTSTEPS	W_GRASS		W_SAND		CLIMBABLE
#								TYRE_GRIP			FRICTION  SEE_THRO	  S_WATER	  STAIRS	  FLAME		  FOOTDUST	  W_GRAVEL	  W_SPRAY     BULLET_FX
#									WET_GRIP		EFFECT	    SHOOT_T		BEACH		SKATEABLE	SPARKS		CARDIRT		W_MUD		PROC_PLANT
#														    	  SAND		  STEEP_SL	  PAVEMENT	  SPRINT	  CARCLEAN	  W_DUST	 PROC_OBJ
# ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
DEFAULT					ROAD	1.0	-0.25	DEFAULT	SPARKS	0 0 0 0		0 0 0 0		0 0 0 0		0 0 0 0		0 0 0 0		0 0 0 0		0 1 0 0		1 SPARKS		DEFAULT
TARMAC					ROAD	1.0	-0.25	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	1 0		0 0	1 0		0 1	0 0		0 0	0 0		0 1 0 0		1 SPARKS		TARMAC
TARMAC_FUCKED			ROAD	1.0	 0.00	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	0 0		1 0	1 0		0 0	0 0		0 0	0 0		0 1	0 0		1 SPARKS		TARMAC_FUCKED
TARMAC_REALLYFUCKED		ROAD	1.0	 0.00	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	0 0		2 0	1 0		0 0	0 0		0 0	0 0		0 1	1 0		1 SPARKS		TARMAC_REALLYFUCKED
PAVEMENT				ROAD	1.0	-0.25	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	1 1		0 0	1 0		0 1	0 0		0 0	0 0		0 0	0 0		1 SPARKS		PAVEMENT
PAVEMENT_FUCKED			ROAD	1.0	 0.00	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	0 0		0 0	1 0		0 0	0 0		0 0	0 0		0 0	0 0		1 SPARKS		PAVEMENT_FUCKED
GRAVEL					LOOSE	1.0	 0.00	DEFAULT	SPARKS	1 0	0 0		0 0	0 0		0 0	0 0		3 0	0 0		0 1	1 0		0 1	0 0		0 0	0 0		1 SPARKS		GRAVEL
FUCKED_CONCRETE			ROAD	1.0	-0.25	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	0 0		1 0	1 0		0 1	0 0		0 0	0 0		0 0	0 0		1 SPARKS		FUCKED_CONCRETE
PAINTED_GROUND			ROAD	1.0	 0.00	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		1 SPARKS		PAINTED_GROUND
GRASS_SHORT_LUSH		LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	0 0		1 0	0 0		0 0	1 0		1 SAND			GRASS_SHORT_LUSH
GRASS_MEDIUM_LUSH		LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	0 0		1 0	0 0		0 0	1 0		1 SAND			GRASS_MEDIUM_LUSH
GRASS_LONG_LUSH			LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	1 0		1 0	0 0		0 0	1 0		1 SAND			GRASS_LONG_LUSH
GRASS_SHORT_DRY			LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	0 0		1 0	0 0		0 0	1 0		1 SAND			GRASS_SHORT_DRY
GRASS_MEDIUM_DRY		LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	0 0		1 0	0 0		0 0	1 0		1 SAND			GRASS_MEDIUM_DRY
GRASS_LONG_DRY			LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	1 0		1 0	0 0		0 0	1 0		1 SAND			GRASS_LONG_DRY
GOLFGRASS_ROUGH			LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	0 0		1 0	0 0		0 0	0 0		1 SAND			GOLFGRASS_ROUGH
GOLFGRASS_SMOOTH		LOOSE	1.0	-0.40	MUDDY	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 1	0 0		0 0	0 0		1 0	0 0		0 0	0 0		1 SAND			GOLFGRASS_SMOOTH
STEEP_SLIDYGRASS		LOOSE	1.0	 0.40	DEFAULT	NONE	1 0	0 0		0 0	0 1		0 0	0 0		0 1	0 0		0 0	0 0		0 0	0 0		0 0	0 0		0 SAND			STEEP_SLIDYGRASS
STEEP_CLIFF				LOOSE	1.0	-0.40	DEFAULT	SPARKS	0 0	0 0		0 0	0 1		0 0	0 0		3 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		0 SPARKS		STEEP_CLIFF
FLOWERBED				LOOSE	1.0	-0.40	DEFAULT	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		1 SAND			FLOWERBED
MEADOW					LOOSE	1.0	-0.40	DEFAULT	NONE	1 0	0 0		0 0	0 0		0 0	0 0		1 0	0 0		0 0	0 0		0 0	0 0		0 0	0 0		1 SAND			MEADOW
WASTEGROUND				ROAD	1.0	 0.00	DEFAULT	NONE	0 0	0 0		0 0	0 0		0 0	0 0		2 0	0 0		0 0	1 0		0 0	0 0		0 0	0 0		1 SAND			WASTEGROUND
WOODLANDGROUND			HARD	1.0	 0.00	DEFAULT	SPARKS	0 0	0 0		0 0	0 0		0 0	0 0		2 0	0 0		0 0	1 0		0 0	0 0		0 0	1 0		1 SAND			WOODLANDGROUND
